application_id,application_date,age,gender,marital_status,dependents,education_level,location_tier,years_at_address,residence_owned,employment_type,employment_tenure_months,monthly_income,annual_income,income_stability_score,income_volatility,industry_stability_score,employer_verified,has_bank_account,avg_bank_balance,balance_to_income_ratio,savings_rate,existing_debt_amount,debt_to_income_ratio,utility_payment_regularity,utility_payment_delay_count,utility_longest_streak_months,utility_avg_amount,rent_payment_punctuality,rent_tenure_months,rent_amount,overall_payment_score,upi_transaction_count_monthly,upi_avg_transaction_amount,upi_merchant_diversity,upi_consistency_score,savings_to_spending_ratio,digital_footprint_score,social_media_verified,alternative_data_count,loan_amount,loan_to_income_ratio,loan_purpose,repayment_period_months,loan_repaid,loan_defaulted,true_credit_score
APP-000010,2025-03-13 11:59:31.954800,22.54261221288012,male,single,2,5,2,2.191485974944511,1,salaried,75.5499109644286,105557.64633156532,1266691.7559787838,93.54628333791482,0.19049681679742186,72.58219029269144,0,1,53942.974320941285,0.5110285819702907,51.102858197029065,341737.034418032,0.26978705182617124,76.83233280333812,1,29,4394.885536900325,76.61747597011983,26.297831699334132,19933.43691338096,76.72490438672898,0,0.0,0,0.0,0.0,0.0,1,4,200000,0.15789160942747135,debt,36,1,0,759.4082678462576
APP-000011,2025-10-04 11:59:31.954841,31.847307553596544,male,single,1,4,1,2.590242079828304,1,freelancer,3.0,66808.63055032534,801703.5666039041,60.511735616490924,0.10730825042565689,80.67916411991538,1,1,9533.614956851285,0.1427003499146692,14.27003499146692,9980.725375480333,0.012449396249738138,90.78492397075303,0,33,2647.4630824905294,87.66591767235704,31.082904957939647,9450.906904894056,89.22542082155503,0,0.0,0,0.0,0.0,0.0,1,4,50000,0.06236719166886704,vehicle,24,0,1,510.8630518983085
APP-000012,2025-09-21 11:59:31.954882,31.651827526052664,female,divorced,1,5,3,3.0436123446138477,1,self-employed,46.61858026500063,147343.7287408788,1768124.7448905457,70.22820487621674,0.1145912945882492,87.83151681690462,1,1,70601.98014402471,0.4791651517669039,47.91651517669039,258718.74374979775,0.1463238069018787,50.00509231035093,4,19,3647.6799941183617,51.74387770420378,36.52334813536617,19223.35540420143,50.87448500727736,110,1339.2001248555798,63,47.095155942454724,0.3152461386625292,65.3380623769819,1,5,50000,0.028278547735100676,home,12,0,1,550.8679878975481
APP-000013,2025-09-30 11:59:31.954926,32.62608038793331,male,single,0,1,2,2.0295538973916996,0,salaried,23.092211955397364,37794.084145950685,453529.00975140824,88.80932968628352,0.1297009468794747,81.55475343182758,1,1,37383.30444862612,0.9891311112147012,98.91311112147012,6848.89422989449,0.015101336590681505,85.96279606377101,1,32,2488.803281244289,76.59246943936279,24.354646768700395,18921.127729507367,81.2776327515669,0,0.0,0,0.0,0.0,0.0,0,3,50000,0.11024653092733004,business,12,1,0,576.4244337644109
APP-000014,2025-05-16 11:59:31.954964,58.47996928450323,male,single,3,4,2,3.0924814735349457,1,freelancer,22.066415065839287,73650.23548651244,883802.8258381493,65.29757770531832,0.12722052756015484,93.641669733837,1,1,100716.02671775226,1.3674908987384893,100.0,57680.252733612724,0.06526371159643214,69.15898011855559,2,27,4443.405447766807,68.3887749975819,37.10977768241935,10008.802069568157,68.77387755806875,140,1970.1420876077716,58,65.63941461158613,0.11210384032290299,77.25576584463445,1,5,200000,0.22629481842890822,education,12,1,0,811.4087102885742
APP-000015,2025-03-03 11:59:31.955008,22.0,female,married,1,4,3,8.010413773197978,0,self-employed,70.37420965798496,78470.40871012682,941644.9045215219,73.51219494908098,0.20090857481693647,63.60933540925764,1,1,107000.21452853465,1.3635740693513934,100.0,158589.44067097828,0.16841745748261905,57.406456301418956,3,22,4716.145929257791,55.02435674372027,96.12496527837574,13428.331839037051,56.21540652256961,80,2401.214293875112,71,54.702576184529974,0.1650325908794706,63.88103047381199,1,5,200000,0.21239428901452614,education,24,0,1,556.1006557650591
APP-000016,2025-10-28 11:59:31.955051,45.65227082546918,male,married,3,2,1,2.0461487897200676,0,freelancer,3.0,57543.67067452841,690524.048094341,59.29836601648053,0.22754083655165996,72.28202543932275,0,1,15185.4192436765,0.26389382299864816,26.389382299864817,32913.06504498104,0.047663894017611945,67.72287743803915,3,25,2218.2890190925805,67.94502089339227,24.55378547664081,20006.117861660437,67.83394916571571,152,2472.002127645742,19,61.10170799056586,0.07922525084453408,58.64068319622635,0,4,200000,0.2896350975059388,wedding,12,0,1,539.6398644705612
APP-000017,2025-12-18 11:59:31.955095,22.0,male,single,1,4,1,2.035515328118863,0,salaried,3.0,76634.59333460353,919615.1200152424,82.01345896227308,0.07376358325361439,64.11341863719868,1,1,77316.21382127983,1.008894422962489,100.0,228691.3837274764,0.24868162642180774,88.2122010262714,1,32,2670.787515558358,88.89363806872036,24.426183937426355,8206.626069726877,88.55291954749589,111,586.3198239011522,27,72.82868760614102,0.2438489995404623,61.9814750424564,1,5,500000,0.5437057189661177,home,36,1,0,798.0986962123332
APP-000018,2025-07-02 11:59:31.955139,44.83504306358465,female,single,2,3,3,1.8183832670308526,0,salaried,35.556270228288795,75058.85871538601,900706.3045846322,97.22084418883782,0.05908927606829158,69.83371163572806,1,1,107377.40769823448,1.4305760777071823,100.0,267288.73429797293,0.2967545946303054,89.84090697600948,0,34,3060.0566840781585,89.00347041200779,21.820599204370232,9321.488828404743,89.42218869400864,108,2127.590039413897,70,79.0332204646831,0.3688245145728449,77.81328818587325,1,5,300000,0.333071944176462,debt,24,1,0,847.610647237795
APP-000019,2026-01-05 11:59:31.955182,22.0,male,married,2,2,1,0.5,1,salaried,17.004519416997464,77554.04986604623,930648.5983925548,98.77097032766902,0.08008337822070564,80.79457503732473,1,1,49110.884870761256,0.6332471992834301,63.32471992834301,300883.15829563973,0.3233047992715344,83.59853194255642,0,32,2169.1264899527814,88.3194059042221,6.0,21819.31715521132,85.95896892338925,93,2389.5314597648558,27,76.57855698570337,0.20769044735853276,60.781422794281355,0,4,50000,0.0537259714207506,education,60,1,0,816.1866285217997
APP-000020,2025-03-04 11:59:31.955224,36.20295631711899,female,divorced,0,3,3,3.341488617519751,0,salaried,34.65613565075058,61489.763081970435,737877.1569836452,83.04403665959333,0.18431463911855994,78.21076953163276,1,1,72634.5212125391,1.181245748429895,100.0,127938.92178905895,0.1733878337039978,56.89323989402913,3,21,2402.045685351922,51.688172943675745,40.09786341023701,20837.333346451524,54.29070641885244,191,1908.159536198447,20,52.64411605459963,0.2564711903991216,61.70764642183985,1,5,100000,0.13552391350450285,education,12,0,1,777.3490699242034
APP-000021,2025-06-14 11:59:31.955269,31.576913613756005,male,single,2,3,1,2.1645750842169633,1,freelancer,55.11138255790926,54137.25145641653,649647.0174769984,61.46504040273448,0.22247274174934906,93.23322182801748,1,1,16560.740773117785,0.30590287330065313,30.590287330065312,200651.6290390866,0.30886254172049815,67.11397105463683,2,25,2986.2548308625246,66.8133719895107,25.97490101060356,12082.475519229283,66.96367152207377,110,1191.3345666477264,14,63.26291209675279,0.2836452084823595,50.205164838701116,1,5,50000,0.07696487269992018,wedding,36,0,1,335.10124765941157
APP-000022,2025-03-27 11:59:31.955312,29.69742381627559,male,married,0,4,3,0.5,0,freelancer,4.628023685760691,66396.58466679805,796759.0160015766,56.47600462086952,0.1228539722096151,77.61960447991999,1,1,70815.46063633266,1.0665527600811113,100.0,10440.767285570122,0.013104046613699648,85.41015339082543,1,30,2183.2338795645915,76.75318426425012,6.0,21705.421756482043,81.08166882753778,102,869.0420387127547,18,79.51837953548714,0.17911977384942035,57.907351814194854,0,4,150000,0.18826269547943614,business,24,1,0,722.9591054424743
APP-000023,2025-08-12 11:59:31.955354,22.71945980876376,male,married,1,5,2,0.8728098656471917,0,freelancer,44.981707498416924,115044.64958028393,1380535.7949634073,60.140129305387994,0.15642269705306314,63.75102039689216,0,1,83565.8235007541,0.7263773135528364,72.63773135528365,245099.06711890743,0.17753908881834105,82.2644106154132,1,31,2634.344020989634,79.34491244660835,10.4737183877663,10035.956240927271,80.80466153101077,103,2078.3424772146764,44,72.13156695192126,0.23798728963649174,70.7026267807685,0,4,150000,0.10865346668101128,business,24,0,1,785.1219659068922
APP-000024,2025-03-14 11:59:31.955398,30.59495441126475,female,single,0,4,3,1.0012865407851117,0,salaried,16.240133717086444,88599.41378988308,1063192.965478597,91.27400948404042,0.12121934517956925,94.52803370775429,1,1,83999.75281615784,0.9480847470996421,94.8084747099642,84072.61873225517,0.0790755972453315,84.41004163932226,0,33,2855.2855060815414,80.49111932621908,12.01543848942134,23245.01221864923,82.45058048277068,0,0.0,0,0.0,0.0,0.0,0,3,50000,0.04702815163707603,business,24,1,0,763.6088802693944
APP-000025,2025-06-28 11:59:31.955504,28.740070697455998,male,single,1,4,3,12.115926498047761,1,salaried,4.277784445106576,71855.25293558756,862263.0352270508,98.45046779895665,0.22310142517879605,88.5975224832248,1,1,33129.8673117229,0.46106395786291576,46.10639578629158,49116.68326186201,0.056962529130021936,76.61159418503266,1,29,4308.478799575811,72.48864716423115,145.39111797657313,13502.547018872143,74.5501206746319,105,729.673649478407,2,70.81025080731766,0.25343337749791434,45.27410032292707,1,5,50000,0.057986945928667835,vehicle,60,1,0,900.0
APP-000026,2025-03-23 11:59:31.955728,62.83777423489051,male,divorced,0,3,1,1.2311508041412698,1,salaried,5.196575765949538,43802.49822836607,525629.9787403928,98.81928418301902,0.1144707689949446,88.34560560491222,1,1,19995.705383660246,0.4564969166692694,45.64969166692694,119406.08713136127,0.2271675740746431,76.42647553617735,1,29,4788.587432743478,79.67242575198676,14.773809649695238,24405.457481330715,78.04945064408206,242,1961.7349504072886,28,79.16335924457509,0.09892033181920133,78.46534369783004,1,5,200000,0.3804958013986859,home,24,1,0,804.3157690755604
APP-000027,2025-09-20 11:59:31.955834,33.44322764607921,male,married,0,2,3,0.5361455968965539,1,salaried,6.460007636158226,77765.17281214756,933182.0737457707,92.97354997253161,0.15461308495382386,72.55906694432258,1,1,103278.42958735168,1.3280807571383515,100.0,122074.24639201221,0.1308150358075451,59.316082018623185,3,22,4242.8281405287535,59.01446112835884,6.433747162758648,11947.615817495895,59.16527157349101,83,2312.944221929094,42,52.50797573190973,0.3789412432647163,58.653190292763895,1,5,150000,0.1607403359109799,medical,24,1,0,746.4268796320819
APP-000028,2026-01-22 11:59:31.955897,26.251932862552984,male,married,2,3,1,6.729909991609336,1,salaried,55.943640493058595,49100.49278396506,589205.9134075807,86.61099722031987,0.09969782796289316,86.0381202400437,1,1,7215.091976078587,0.14694540863009115,14.694540863009115,111927.4574387208,0.18996322829043885,76.54980494999876,1,30,4539.356875203554,73.02591188364863,80.75891989931203,14753.883939526244,74.7878584168237,133,799.8348546975476,41,77.99216482440173,0.292881955563485,75.74686592976069,1,5,150000,0.25457992967602505,education,12,1,0,807.1676087335682
APP-000029,2025-09-23 11:59:31.955947,25.778346758223748,male,married,0,6,1,1.2725495813797902,0,salaried,7.214445882595146,129947.17131002434,1559366.055720292,91.50105230579018,0.13017028335272798,76.17020312754464,1,1,185330.22370733836,1.4261966754565414,100.0,79710.32420543149,0.05111713437202673,50.0909978260685,4,18,4796.354847450837,47.430078212781524,15.270594976557483,19843.064005907167,48.76053801942501,103,1652.5767203336263,34,44.89593564312392,0.30775548246865303,53.80837425724957,0,4,500000,0.3206431217133576,vehicle,24,1,0,803.6399654693514
APP-000030,2025-09-26 11:59:31.955996,34.0977233594379,male,married,0,1,3,12.567521967362119,0,self-employed,65.72585198946395,32227.736959415615,386732.84351298737,75.89178635664322,0.22397927241242566,78.15933199941253,1,1,29900.43059519356,0.9277856100429008,92.77856100429008,51435.816745688644,0.13300090129004344,69.37648522025073,2,26,3194.50608077283,69.17277643172768,150.81026360834542,23637.545479016928,69.2746308259892,70,1193.9064037924554,21,66.1905248188009,0.09929995713292997,49.57620992752036,0,4,50000,0.12928821753490632,wedding,36,0,1,738.3654405889117
APP-000031,2025-03-21 11:59:31.956047,51.69021525289393,female,married,1,2,3,7.389878205758439,0,self-employed,16.20124498943022,72705.30297140936,872463.6356569123,71.85170003087342,0.05261889131766673,83.22380802058487,1,1,25392.352772643244,0.349250353617652,34.9250353617652,279499.63443378126,0.32035677248981836,46.28698511357019,5,17,2629.716779286757,46.748057403812844,88.67853846910127,11487.37388819412,46.51752125869152,95,573.0993356961898,94,45.3427019267403,0.20865109216180966,62.387080770696116,0,4,150000,0.17192693640126225,wedding,60,1,0,537.9113710892348
APP-000032,2025-02-22 11:59:31.956097,23.928955453999784,male,married,1,4,2,2.4604903714136244,0,salaried,6.073308243394397,57280.1488084308,687361.7857011696,96.51214117824331,0.23922309242672657,73.06582606979136,1,1,27439.62811429688,0.4790425424009752,47.90425424009752,147553.55867716915,0.21466651441300524,78.18978926180003,1,29,2081.2879775104507,71.50352852183272,29.525884456963492,11928.271541997214,74.84665889181638,97,1805.4922157037495,24,66.37063518020916,0.13511026684980892,55.49825407208366,1,5,200000,0.2909675867359754,home,24,1,0,697.0177293098977
APP-000033,2025-05-18 11:59:31.956152,37.34652005155086,female,married,1,6,3,0.6881802309869424,1,salaried,12.489609190050606,128947.70502799239,1547372.4603359087,81.23403462319325,0.06710170617089362,67.27601893011095,1,1,17684.544021208647,0.1371450854233476,13.71450854233476,93582.73186233858,0.060478478363265774,67.81517006949994,2,26,2778.2703002938774,65.83861365368115,8.258162771843308,18035.014022751733,66.82689186159055,0,0.0,0,0.0,0.0,0.0,1,4,100000,0.06462568163988887,medical,36,0,1,561.3440072476008
APP-000034,2025-10-11 11:59:31.956199,33.15097863557011,male,single,1,1,3,2.409202099544533,0,self-employed,20.625314223280036,43434.740129766564,521216.88155719877,76.27834629747021,0.2027211588319522,64.90396115182584,1,1,57153.82719478695,1.3158551662570779,100.0,84685.78970843341,0.16247706608317122,75.1161676324568,1,29,3624.9026439826007,76.58742251774152,28.910425194534398,12384.090652364439,75.85179507509915,100,1551.3803646053716,23,69.24814423306195,0.05643673679161336,56.49925769322478,1,5,300000,0.5755761384852186,home,60,1,0,617.8764689014214
APP-000035,2025-07-14 11:59:31.956251,36.958452550976816,male,single,0,4,3,2.4235065462209557,1,freelancer,37.93999082349697,97942.92421696572,1175315.0906035886,56.47705526112724,0.0521991657316961,64.79099705240826,1,1,133204.93310703608,1.360026098587347,100.0,342365.3985626549,0.29129669252083845,51.48048966468828,4,18,3256.3115746762196,47.12033383960869,29.082078554651467,16821.600989808238,49.300411752148484,144,832.5667375121589,21,44.08786969029923,0.1862534649146918,51.83514787611969,1,5,100000,0.08508356678092556,home,12,0,1,550.2019566846179
APP-000036,2025-04-24 11:59:31.956302,36.98558362896292,male,divorced,1,2,1,1.0577146188166526,0,salaried,30.08316710540528,59992.646115452735,719911.7533854328,92.94608097652768,0.23736594786495163,85.64002340235876,1,1,24052.043507748655,0.4009165300270594,40.09165300270594,7483.035146008072,0.01039437835376156,92.32295952710327,0,34,3002.7316724508823,92.89560267823468,12.69257542579983,9812.17030327412,92.60928110266897,101,1876.804792855472,21,81.70195328243585,0.3366858111859699,60.43078131297434,1,5,200000,0.2778118277128922,debt,60,1,0,810.134072125631
APP-000037,2025-04-29 11:59:31.956350,24.122190647382382,female,married,1,5,2,0.5,0,salaried,89.7371943673551,60261.39731892211,723136.7678270653,98.10427236877445,0.13920115459159116,66.4796525093517,1,1,51744.13134834677,0.8586613263297014,85.86613263297014,210419.74341458722,0.29098194529213606,79.61493777314801,1,29,2749.004026577558,74.6431794146082,6.0,11760.560510933237,77.12905859387811,148,2388.1186793732268,42,75.94220594282633,0.15407215258039278,77.77688237713053,1,5,500000,0.6914321360016541,business,60,1,0,715.5348070081953
APP-000038,2025-12-26 11:59:31.956404,36.33847654246,female,single,5,4,3,5.29679262418396,0,salaried,3.0,85248.21679753858,1022978.601570463,85.14015907117866,0.07411337715545577,62.69336205702232,1,1,91625.14880740723,1.0748042862293956,100.0,115894.93838142269,0.11329165458935538,77.3883943576759,2,28,2956.2575087962095,74.60699610634158,63.561511490207515,23061.62172001518,75.99769523200874,46,2240.19774780186,37,77.06179187590422,0.23512799690952424,59.92471675036169,1,5,500000,0.4887687770129372,business,60,1,0,656.5684566022809
APP-000039,2025-07-06 11:59:31.956452,47.23170950591457,male,single,1,4,3,2.962598722884346,0,self-employed,74.48090630516604,133424.2634507302,1601091.1614087624,73.75582779410325,0.13355335643346677,74.74749507969746,1,1,151118.35179838212,1.132615222224448,100.0,127434.65921201353,0.07959238192276745,85.6338439073949,0,33,2126.279568909086,79.07890539700358,35.55118467461215,24791.280625512536,82.35637465219924,59,1268.6532943193633,12,88.77854310083607,0.08129385080929083,51.56141724033443,0,4,100000,0.062457405555853766,business,36,1,0,709.0685584999164
APP-000040,2025-07-19 11:59:31.956501,41.82623236457146,female,married,3,5,3,0.5482871677703957,1,salaried,170.26000869934126,67375.37760375826,808504.5312450991,97.96917193443225,0.1799293297984737,81.27078782076006,1,1,55097.15259236,0.817763915423112,81.7763915423112,62165.862665087254,0.0768899372392529,80.65415702337725,1,31,2173.528029690189,85.86019395476725,6.579446013244748,23024.360044378234,83.25717548907225,78,1892.0412361075844,11,83.08272890367459,0.12855420014283125,51.533091561469845,1,5,100000,0.12368514477711057,debt,60,0,1,704.862631116338
APP-000041,2025-11-11 11:59:31.956551,58.57376365032708,female,divorced,1,6,2,6.297974433874271,1,self-employed,11.11325391601256,59671.305475219306,716055.6657026317,75.4424731181657,0.24113029964595067,90.17446660429077,1,1,73593.96392233405,1.2333225046148293,100.0,156396.5775475952,0.21841399354634056,81.43520921383339,1,31,4170.260341065755,81.29502276649009,75.57569320649125,9377.785670430014,81.36511599016174,62,1866.517527319192,14,76.47390216536901,0.28730565339567227,48.2895608661476,1,5,150000,0.20948092052705436,medical,12,0,1,705.7606099567276
APP-000042,2025-09-23 11:59:31.956601,40.839281853259635,female,married,4,4,2,5.442260551862797,1,salaried,43.04086791739142,90909.50209382028,1090914.0251258435,92.13500480787332,0.20054332791152824,65.55117868525758,1,1,121202.2811882741,1.3332190628785,100.0,317035.4440441553,0.29061450924841065,80.03130050487407,1,29,2482.2796881449244,79.8952985803943,65.30712662235356,22146.281025281613,79.96329954263419,99,512.7717434336672,42,76.08964872049009,0.14093125337245593,70.48585948819603,1,5,150000,0.13749937808590976,wedding,12,1,0,805.9313540480821
APP-000043,2025-08-08 11:59:31.956652,22.0,male,married,2,5,2,4.294225442209449,1,freelancer,28.05429668651602,121484.24036660448,1457810.8843992539,58.10246599246424,0.17652437862678966,92.62098369285061,0,0,0.0,0.0,0.0,49813.26574053969,0.034169909330226414,76.09287441542604,2,28,2202.051804406315,73.46779204060189,51.53070530651338,13880.011968200264,74.78033322801397,74,2446.977938354794,28,74.45575893169935,0.0955301840457212,57.68230357267974,0,3,200000,0.1371920062748177,wedding,12,0,1,699.4729206571748
APP-000044,2025-04-21 11:59:31.956699,33.68961593001004,male,married,2,3,2,0.959073487675221,0,business,210.65503541965126,119665.38231303621,1435984.5877564345,69.31941834061546,0.08272476423833383,87.81833420624753,1,1,128180.18648396325,1.071155116094084,100.0,105673.92046987193,0.0735898709295868,47.75896675938555,5,17,2453.173675342701,43.908049769687004,11.508881852102652,24041.47064284918,45.83350826453628,162,1777.051895328171,16,46.978258665378966,0.13048411206188018,52.69130346615158,1,5,100000,0.06963863042307357,vehicle,12,1,0,506.22435923067883
APP-000045,2025-08-28 11:59:31.956750,35.74206213800155,female,married,2,5,1,10.344247023602403,1,self-employed,7.387638417390183,135548.5484751172,1626582.5817014063,73.87235593908439,0.20418436892881042,89.56741298409106,0,1,157972.83110540162,1.1654335873201984,100.0,339533.02249103755,0.20874010721047181,58.93678115483423,3,23,2375.5573766076513,61.59385480103514,124.13096428322883,15315.200213290866,60.265317977934686,116,1483.189093482874,28,62.02547614523849,0.15862668562325083,59.0101904580954,1,5,150000,0.09221788164182843,education,12,1,0,819.9046814852045
APP-000046,2025-08-10 11:59:31.956802,28.18948342525119,female,married,0,2,2,0.5,0,salaried,17.94212989508582,60196.78882264898,722361.4658717877,91.80036986614748,0.10833251574186065,84.32436601442899,1,1,78506.92770958573,1.3041713560648864,100.0,187778.10116618781,0.2599503296311166,87.91835009671313,1,31,2427.4866287045397,81.4184021167991,6.0,18508.647483408025,84.66837610675611,117,1152.9226164879838,67,71.97569251268015,0.17271942592321327,76.34027700507207,1,5,50000,0.06921742418756667,home,24,1,0,798.5769222086651
APP-000047,2025-06-26 11:59:31.956852,33.20988032882514,male,married,0,6,1,2.514802211754362,1,salaried,42.100508273703625,121048.40267649935,1452580.8321179922,84.60270439640658,0.08349651645181395,63.65987441170401,1,1,119959.25143881828,0.9910023493610914,99.10023493610915,342071.0328838353,0.23549190882896706,50.94745362242773,4,18,4405.184249209376,47.250404840923714,30.177626541052344,21852.026933690708,49.098929231675726,109,2289.6333121210555,54,48.70832656142008,0.23424093132763962,65.83333062456803,0,4,200000,0.13768596939860633,debt,24,1,0,655.0453605149573
APP-000048,2025-12-21 11:59:31.956901,36.975996046923996,female,married,0,3,2,0.5,0,salaried,10.21777767143699,49572.6808067913,594872.1696814956,96.69210419865964,0.09384279747160887,94.1552839536696,0,1,28338.426651547557,0.5716541084795496,57.16541084795496,36112.293214536076,0.06070597189623309,70.55222369641484,2,26,2685.3642239938963,72.55063507157836,6.0,24571.483756495312,71.5514293839966,52,644.3968179583517,36,61.81351152728914,0.2119180348587607,54.12540461091565,0,4,300000,0.5043100270779602,debt,36,1,0,802.5707401569766
APP-000049,2025-08-13 11:59:31.956957,44.328790843286214,female,married,1,5,1,1.3910569516418911,0,freelancer,158.18630009459415,33810.37318418583,405724.47821023,64.40437795346938,0.1657350817144787,75.35153967163566,0,1,37710.76233307399,1.1153607245811912,100.0,65817.83410688752,0.16222298047490094,84.10806259948791,1,31,4737.090036850073,77.30077505152296,16.692683419702693,18590.431920579205,80.70441882550543,136,1966.226044830562,33,73.29695778916192,0.13314016372335719,69.51878311566477,1,5,500000,1.232363406333399,wedding,60,1,0,900.0
